meeting,start,end,speaker,text
EN2002a,1840.92,1849.76,Speaker_0,"Yeah. Well, there's some I'm the executive. You can't do anything. The only thing is, you know,"
EN2002a,1849.86,1850.9,unknown,something like that could
EN2002a,1850.9,1861.44,Speaker_3,"happen anytime. Like my schedule is like a class, break class, break class. Yeah, I'm not going to take an hour to pay me here. Yeah, yeah, yeah. That's what I'm thinking. So something like that, and then if I have a class, I can run"
EN2002a,1861.44,1871.58,Speaker_1,"off and do it. Yeah, pick a time. Yeah. Yeah. Monday. Monday might be good. Yeah. What Monday? What do you think? Yeah, this Monday."
EN2002a,1871.96,1872.7,unknown,Just. Anytime.
EN2002a,1874.4,1903.5,Speaker_3,"Not if noon or two or four. No, in between those, yeah. Three. Three o 'clock. Actually, yeah. Three. Three or one times a day and I'll do four. It's four. And I see one I do after. Yeah, that's an option too. Three is good. But we have. What's your? R330. I just. Well,"
EN2002a,1903.56,1905.12,unknown,"it doesn't matter for me. I mean,"
EN2002a,1905.14,1930.58,Speaker_1,"three in the computer room in here. And then we can just go. Yeah, if you can't, can you get in the front door? Oh, we haven't got a key. Do you know if you get in through. Through them. If there's computer rooms in here, the msc computer. I've not found that yet. Right. It's in here. If you find me, I'll show you where I'll let us all in there. We can look at that. Now afterwards. Yeah. Yeah. You do need to have a key for it. That's the thing. It's kind of a lot of the world."
EN2002a,1932.06,1951.5,Speaker_3,"Yeah, somebody. I was asking Steve about that. Whether we can get in there. Whether we're just going to get us access into it. Into what? The computer room. Okay. It's only got this crap. It's only got about four or five convince. But it would do quite good for our job because it can also. It's not very of not many people in it. Is there a printer in there too? Yeah, there's a printer in there too. And there's a fatescop here."
EN2002a,1952.22,1965.08,Speaker_1,"With the code on it. It's good. Well, I'm just going to call it a computer room. I've heard of it. I've heard of it. I've got it on my computer. Yeah. Yeah. I'm in the car and I'm"
EN2002a,1965.08,2025.12,Speaker_0,"thinking. So what time do we say? I just think it's better to do afterwards than we have all the time. Yeah. That's right. Yeah. As long as D -Mail, she doesn't call late. Hopefully it's not that man's it. It won't matter. Actually, it's not even confirmed yet. It was? Well. She doesn't even know what she's talking about. Maybe it doesn't happen at all. It's like me. It's reading week next week. Should be. Should it be really? Really? Well, it's supposed to be. Really? Next week. It's week next week. I don't think we have a reading week. I don't know. We have one class at least. When we like speech perception, we don't have any lectures. But I think we have a lot of classes though. I don't think there's not my point. I don't think there was an official one last semester. I think it was just a bank call. There was not. Something like that. I think one of a couple classes. Some classes did and some classes didn't. Yeah. We should have been. They"
EN2002a,2025.12,2030.6,Speaker_1,"didn't really know what it was going to be. I think the undergraduates had. Oh, well. It was up to the professor."
EN2002a,2031.34,2041.34,Speaker_3,"They did it enough. Well, I don't feel like it. Yeah, I can. Yeah, I can. I think the I .L. will probably have one to make up for missing classes. What? The I .L."
EN2002a,2041.52,2043.06,unknown,We will
EN2002a,2043.06,2061.14,Speaker_0,"probably have. Yeah. Last week. Okay. She's me Monday. Yeah. Yeah. I guess that's it. Was there anything else? Do anyone know you want to like take care of this? Or should I take care of it? Oh,"
EN2002a,2061.28,2066.94,Speaker_1,"wait, trust you. Yeah. I don't know if there was something. I think he basically"
EN2002a,2066.94,2067.26,unknown,said.
EN2002a,2070.28,2080.32,Speaker_0,The same things as in the comments. If I could read it. Can we read that? The top one.
EN2002a,2084.26,2110.48,Speaker_3,"Really want multiple windows from a single app. We'll probably want to go with the faults. Yeah. Well, that was what you said. Yeah, I think he commented basically saying so. Yeah. Exactly. Just the other comment about whether you want to do both speaker care and jazzation and topic segmentation. So, that was funny. Yeah. And now we have"
EN2002a,2110.48,2122.64,Speaker_0,7 % of the course mode. That? That's good. Let's pick it. So we need to take the OK box. If you're OK with it. Having. What is it?
EN2002a,2125.68,2126.86,unknown,It's sunny off in it.
EN2002a,2130.76,2132.2,Speaker_2,Should we turn these off?
EN2002a,2133.62,2141.86,unknown,"We're done now. Is she still here? Yes, you are. Yeah."
EN2003a,5.48,14.5,Speaker_1,"So, I'm close with my answers and you say, like, you know, I do the exact amount of it. And I'll have to... Yeah. Yeah."
EN2003a,16.16,34.32,Speaker_0,"Can you just remind me, I don't have to tick the note and okay thing until I finish writing, but it's only when I go back to it, I tick okay again. When you change pages, when you move to an update. Yeah. So if you've... If you're back to a page, then you tick it again to leave it for the second time. Whenever it's like it should happen,"
EN2003a,34.64,40.1,Speaker_1,"creates a little file to each page number. And so after you've got it, it has seen what you've written."
EN2003a,40.68,55.04,Speaker_0,"You'll be able to tell it which file. So, if I'm working... If I've done a page, I'm on the second page. I tick it to say, I'm... I've finished that page and I go back to it. So I can just write and then not tick until I finish writing again. Yeah. So it's always after you never have to do it before."
EN2003a,62.68,63.08,Speaker_2,Okay.
EN2003a,63.74,2237.88,Speaker_0,"I don't believe all this stuff is just amazing. And you can go on both sides as well. Okay. Yeah. Right. Where should we start? Well, I think the first thing is... What have we got? Well, the first thing I think is we need to sort out the call for abstract sort of the call for titles because I think that's kind of overdue. Right. So I volunteered to do that, if you like. Fine, yeah. Okay. So... And I'll do that by... I think what was it? So today, I'll do that by the end of the week anyway. And... Was it your idea to stick a bit in it where you say... You know, we're inviting like from quite a wide audience when we go priority to linguists. Yeah. Now, we're going to do that, but I think we should probably send out separate calls. So we'll send one that won't meant... I mean, we could mention the fact that we're inviting other people, but I think it will probably just... I mean, it probably won't matter too much to the other linguists that we're having other people there. We can mention it, but it's not going to be too essential. And we might actually just end up making them worry that, you know, they're going to lose their place or whatever. Yeah, I don't know. Separate calls is good idea. But we do have to decide a priority thing. So that's something else we can look at a little bit. Later down the line. So that's the one for Ling, basically. And I'll send that out. I'll do that today or tomorrow. Now, Claire, that's the other thing. She can deal with the psychology. Psychology people probably, that's... I reckon that's the best thing to do, because she'll know which email address to use and everything else. So if one of us could email Claire. Yeah. Is it was that volunteering? Or... Yeah, right. Yeah, when in doubt. So, if Robert emails Claire. And we're going to need to decide exactly what she's going to say on there. We might need to just remind her of the dates. Okay, she doesn't know. Yeah. So she gets the dates, right? Yeah. So... And... I know she already knows that it's just anyone doing cycling with sticks, basically. So that's fine. And Matt should kind of take care of itself as well. If she just sends one round to everyone, then only the cycling will still say what's for me. Yeah, exactly. What's up? But then there's a rest of PPLS, and I think we need to decide whether... The text for the actual call. Is she going to rework something or... I think she should just... I think she should just write her own. Mm -hmm. Probably. I think she might be glad to see kind of their one full of linguistics. Okay, so what we'll do, that's always question. I mean, the thing is that the main call will go out before she's got round to it anyway. So what I'll do is I'll copy it. I'll CC her on the... Because I can't imagine there'd be an essential difference really between it. No, there won't be. I just... The only thing I'm thinking is I want to make sure that it stands out as something applicable to them, that they don't go, or we're just getting rubbish from... Right, yeah. You know what I mean? Yeah. I want them to really know that it's addressed to them. And the good thing about Claire sending it is she's probably got a psyche -y -maladress as well, and it might look a bit more relevant to them, which, anyway. They know her. Yeah, exactly. They know her, etc. So... Yeah, so if we've... If I've CCed the original one, then you can tell her that that can be the basis for... The basis for her email, but just make sure that they know it's relevant to them, etc. I guess. And obviously in PPLS, we've also got English language. Now, in a way, we could send out that first call to them just as part of the same email, because I think they're more likely to think it was relevant to them. I don't really know. I don't really know what you think about that. But I think we definitely should open it up to English language. I think particularly at the moment, because they're really trying to sort of... Yeah. Merge us into one subject area, even though it should be meaningless, because we're all part of a school. I think that it does actually make a difference. And so... I think we should invite them. But then we've still got the problem of a priority issue. So, you know, probably what I was thinking is certainly second and third years absolutely need to be top priority. But then there's a kind of awkward question of where we put first years, because they don't need to, if they want to, should they have priority. This is a kind of lower point, but it kind of crosses over with deciding what we're going to do. What do we have? An idea of how many people we're going to actually have a whole thing. Any kind of... Because any... We could be quite obvious. And we just think that the number of second and third year students, and everything else is just... I would favor doing it, just on the first conversation. Yeah. Okay. I mean... Well, let's send out the calls so that we can see what reactions we get. Okay. But I mean, like, say... We're going to do this thing for... I can't even remember. Was it two or three days? It's three days. Okay. And so, how many... How many posters and talks are going to actually go? They were... 20 minute talks with 10 minute question time. Okay. And you can run two in a row, but probably... I'm not three, but... I'm not three. Two, I'm not sure. What do you think? Two in a row or three in a row? Could you turn a row in that's an hour or a net? Yeah. And then give it a 20 minute break, perhaps. Oh. Yeah. I mean, the thing is every time we have a break, there's a question of whether we actually serve coffee and biscuits and things. Because that's the kind of normal thing to do. If we go for say... I'm thinking a lot of what on a half hour each? So three, like just each, that will be three per day times three will be 27. So are you saying have say three sessions in a row and then do that twice in the morning and twice in the afternoon? So that would be six minutes. Where's the morning plays in the afternoon? Also just have an hour and a half in the morning. I mean, or twice in the morning, once in the afternoon. I mean, would six hours a day be pushing it? Not necessarily, because I mean the good thing is... Would we get that many people wanting to give talks? Well, I suppose what we can do is think about the structure now and say, right, what's the maximum we can do? So I think that's about as much as we could do. To have an hour and a half, then have a coffee break, then have an hour and a half, then have lunch. An hour and a half, coffee break, an hour and a half. And so that would be 18 hours of talks overall, wouldn't it? But what do we say? So it's 12, 36 talks. Is that right? Maximum of 36. Okay, let's just put this down. How many seconds of third year students are there? Well, I could look, I've got that. There's the list, isn't there, postgraduate, that I maintain in linguistics? There are probably about 30 on there. Right, okay. But a good number of them are first years, and I don't know. I mean, just to get an idea, are you planning on talking? No, no, are you planning? Well, no, and I'm probably not. So there's a good chance that almost none of the first years are going to volunteer. So if we had say 20 linguistics, and even then, I mean, there were quite a few people who were abroad, and who won't bother to turn up or can't make it, or whatever. So, you know, it might be that we only get say 15 anyway, and then we could be left with 15 blocks for the rest of PPLS. So, at least we know that we've got an absolute limit of about 36 talks. We're also going to be having posters, aren't we? And I should imagine that most people would rather do a poster than give a talk. And that's what the coffee breaks will be for, and maybe lunch times. But coffee breaks are probably more like, are we going to be a better time because people will hang around, whereas people are more likely to go off somewhere for lunch, aren't they? Yeah, but wouldn't we want to actually just like dedicate an afternoon or a morning to being a poster session? Yeah, that's what I was about to say. But the people who are presenting the posters are there and can say something about it. Actually, there's always a problem again, then the people who are presenting the posters still get around to go and look at others. Yeah, but... But people kind of like generally sort of sort them out themselves. Sort that out themselves. I mean, it's the thing about posters, unless you kind of say, you know, if your name is in the first half of the alphabet, you can move and the other ones can't. So, how long should a poster session be? Like, how long will people want to middle around for looking at... I'd make it a whole morning or a whole afternoon. I mean, just because, like, ones that I've been to as well, people tend to kind of come and go from them. I mean, I'd say a whole, either a whole morning or a whole afternoon, at least, but that's just, I mean, just based on the ones that I've been to. So, that means we could have 30 talks plus one AM or PM of posters. Yeah? And we could probably get quite a few in there. At least six anyway. At least six. At least six posters. Oh, right, OK. Like, how many can you have going on at once? Well, that's just kind of dictated by the size of the poster. I mean, would we have poster boards or is it just going to be posters on the walls? Like, do we have any information on that? I should have found this out. Are you guys second years or first years? First years. So none of us have been to this before. No. I've been to Durham Postgraduate Conference. And I mean, every conference I've ever been to, the posters of all has been in the coffee break, which is why. Probably because normally they're limited on space, isn't it? Actually, we have a message here from Mitsubel, the poster session. Yeah. Post -a -session was introduced in 1999 as part of the main conference. And 2000, it was held separately in October. The intention was to use it as a way to introduce incoming postgrad students to the department's research culture. However, I did not pursue this idea the following year because the comments I received from students in 2000 were generally discouraging. On the other hand, I later learned that some students did find the October poster session quite a useful experience. My suggestion, therefore, is to reexamine the idea of poster session altogether and find a better way to implement it if there seems to be enough interest in it. Well, I think keeping it alongside the conference is possibly one way of maintaining the same. One possibility is to put it back in the main conference and let people choose between a paper presentation and a poster. Yeah. I think that's definitely the idea. Mm -hmm. I can imagine it would seem a bit random, just have a poster session and just have a poster session. What would it be at the beginning? So I suppose is it normally second years do it just after they've come back for this? Are you mean an October thing? That's what it would be. I think it seems to me that he was saying that everyone would do it because its goal was to give the new intake. Yeah, but I don't think he means that it would be that first years who have only just arrived would do a poster session. No, no, no, no. Okay, so at least anyone who's feeling... Yeah, exactly. Yeah, I might do. I'm still a little bit doubtful. So that's good anyway. So we've got an idea. I think there's 30 talks and say six, 10 posters, whatever we can manage to fit in the room. So we need to look at where we're going to hold it. We could have it in B9, but there's things all over the wall. There are those pictures that run all the way around. So can we take the pictures down? Can we use B9 for the posters? Well, we should find out if generally they use poster boards. If there are some poster boards that we can get hold of then that's... All right, okay, so poster boards. What I'll do, I'll email myths about that, okay? Right into the call that we are considering the idea of having a poster session. So people can indicate would they prefer to give a poster or a talk? Yeah, okay. But the ultimate decision is on our set because we have to see how it doesn't work out with a poster session. How does it work out with the talk? What we'll do is we can just say if you want to do a talk then just say so. And if you want to do a poster, then say you want to do a poster and we can sit around that. And if we get absolutely tons of people wanting to do posters and we don't think there's... Everyone's kind of done it as a compound. Then we might have to sort of say to them, well, would you consider doing a talk instead because... Yeah. ...particularly the second and third years because we need more talks and just do it like that. Yep. We could even say something like first years might want to give a poster or something like that because... I don't know, maybe that's a bad idea. Just... Okay, so we got some sort of idea of... ...the structure and... ...how many talks are we going to be able to have... Well, the maximum. I mean, I guess that will evolve when we get a response from... Yeah. ...people. Okay, that's fine, isn't it? So, I've... Okay, so English language will put on the main call and I'll just... I'll just kind of market it as a linguistics in English language or something like that, I think. And is the other main group then philosophy? Yes, and informatics, we've got a lot of things to think about as well. So, I had a look at whether they do philosophy of language and logic and stuff here and they kind of do. There's about three or four full -time members of staff that list philosophy of language as a major interest. So, chances are they're going to have some PhD students that are interested. So, do we think we should invite them? I think I'd be surprised if we got sort of four out of them. I think that would be still amazing if we did. So, I think it's probably worth it. I don't think we're going to get inundated with requests. So, I think it's worth asking them. Asking philosophy. And to think informatics. Word. I mean, I think informatics are definitely worth asking. There's CSDR and HCRC. I mean, I'm thinking that the informatics potentially is quite a big response. Yes. It is. Yeah, might be interesting stuff coming in. But something recently about, I think somebody's master's project to look in hell far. English is actually, or in hell far, English is a shaping influence on programming languages. All right. Cool. Yeah. Yeah. Would we want to ask them and put some kind of like provisor in to make it specific to sort of preemptively. We'd add the numbers, or should we just say to them? Yeah, well, we would be nice to do that language. We would be nice to do it. The thing is, we can't afford to bias it towards any particular kind of linguistics, in a sense, because it's such a... Yeah. Because of the way our department is. Then we're supposed to sort of embrace all kinds. And in fact, even by inviting people from informatics and from... Or maybe from philosophy and things, it might bias it in a particular direction. But I don't know. It's probably not too bad. I think that between philosophy, informatics and psychology, you probably got quite a lot of bread there anyway. The only kind of people doing anything like applied linguistics are the applied linguists themselves and people in sociology with an interest in language. And I don't think we'll be inviting them. But I don't think that's too bad because the first thing is there's a good reason for inviting everyone in PPLS because we are in one school. And then the fact that we also invite people from informatics, I suppose it's just that we do have pretty strong ties with them. I don't think anyone would be too offended. I hope not anyway. So yeah, so what kind of provisor can we put on? We could just say outright anyone in their third year or anyone in their second or third year. But I don't know. Well, we can just take whatever we get and pick the best between us, which is... Yeah. Yeah, it's just that. So you're most straightforward. Yeah, just saying that we just said the marginal thing saying the linguistics departments having this conference and what do you have to invite? So I'll just write it from my text. You're going to email Claire. So who wants to send something out to informatics? I'll do that, that's fine. All right. And if I get in touch with philosophy as well. Yeah, sure. Yeah, so what you want to say is anyone who wants to give a talk on logic or philosophy of language, but put a warning that if it's logic, then there's a good chance that no one will understand or not that many. I mean, maybe just maybe if you just put... Yeah, just put philosophy of language, that's probably good. I mean, I just already send them the thing, saying that the linguistics department is having a postgraduate thing. So if you're a philosophy student with, you know, your work has got an interest in language. Yeah, that's what you do. Yeah, I think there are as much as we need to say that's right. So you've got to work out Basically do that and who's just sending them your call for papers and changing it slightly to say Yeah, philosophy students. Yeah, that's fine. That's fine. That's what you want to do As long as it's clear from the subject bar that it's relevant to them and that it says somewhere that For philosophy students with an interest in language and that's it and then between us we'll have to have another meeting and and I mean at the same time as we're sorting through all the other titles and and deciding How to divide up the sessions see someone suggested to me that It's actually better to have talks on a similar topic spread out as much as possible Which to me just seemed absolutely crazy and the reason she gave me was something to do with Taking out like a whole day or a whole afternoon would be quite difficult But I think that balance against the fact that most people want to be able to say well look I can have just this one day off as opposed to what I need an hour over three day you know an hour each day for three days You could end up having to take three afternoons or three mornings or whatever off So I think in general and also for the sake of the lecturers I think a lot of time Simon Kirby's already said to me that anyone any of his students He wants to be on the first day on the Wednesday, right? And that's because I shifted it I basically had it on Monday Tuesday Wednesday to begin with and Then it moved down twice to Wednesday Thursday Friday. So Wednesday's the only day left that he can make oh I see right he wants to say because he said he can make it. Okay. Yeah, so and the other thing is When we get some calls say we have For instance Three people supervised by Bob that then it might be that then we are gonna have to Contact Bob and say Bob these three of your students are gonna be talking Presumably you want to be there so can you Give us a time that would be good for you and then we can put them in a block at one time because he says yeah Okay Thursday afternoon. I've got completely free And so I think we do need to stick everyone together Particularly if they've got the same supervisor and it's also good if talks are on the same topic for a whole morning or a whole afternoon Because then people will come along and go oh this morning. It's all on phonology or this morning. It's all applying linguistics and then Okay As much as possible anyway, I mean that's So far as just a general statement of interest What we intend to do what we actually get to do with see later when we have this stuff Yeah Now we need if I'm gonna send out this call we need a deadline for titles so What should we say something like because we need a deadline for titles and a deadline for abstracts So let's set the the latest deadline that The sort of abstract deadline first because we need to have a meeting and that's gonna be when all the real work starts So what's the absolute latest I think I mean maybe the end of Two weeks ahead end of March end of March might be okay. I'm going away For two weeks on the fourth Of April and then I'm coming back just in time for the conference. So any organizing At least stuff where I need to be we need to meet physically has to be done before that yeah, and that will be a way Probably until Easter so this actually means we have the week directly after Easter between my coming back and you're leaving I tell you one thing It's starting on the Wednesday and the first day back is Tuesday. I think I'm coming back I'm trying to get this right Hopefully I'll be back in time that we'll be able to do something the day before because I think I'm gonna be back Might even have to come in the evening, but that's not the end of the world But we might have to set something up like maybe just get the chairs organized or whatever We might actually have to go into the rooms and get things ready and There's gonna be other things like Getting the technology ready so Not only is there a pressure to have Talks that are on a similar topic together, but also if people need the same kind of computer setup It's good to have them together so we don't have to keep changing it so Because I think it was said Rick has already offered to do whatever We need him to do but he just needs to know in advance what people need so that he can be there and get it ready for them So I think when people think do you think people are actually gonna need well Hopefully most people will either have something like PowerPoint or they'll just have a PDF slides or something Hopefully no one will have anything too specialized And my experience for what you usually should have is some kind of What's it overhead? Yeah, think go Beema Some cases we might If it's really tough we might be in need of a Of some sound system. I mean if you did it. It hasn't already nine got all of that. Yeah, it's got a lot in there I think it does take a little bit of I mean I think sometimes maybe people need to be in Linux rather than Windows and so booting Yeah, yeah, it's sometimes an issue I think But I think what we should say is when I put out this call I'll put both deadlines And I think I'll say that when you send in your abstract you need to mention that any technology you intend to use So that at least if we have all the information Yeah, yeah, so So deadlines Okay, so let's think about this if we gave them a whole month or just over a month then That would be okay, wouldn't it because we've still got Oh, no, it wouldn't be okay at all if we gave them the whole month that gives hardly any time so if we gave them say Till Mid Mark yeah, that would be good. So give them something like Give them something like 10 days or whatever to get the title in and then give them a week on top of that to get The actual abstract done and the abstract doesn't have to be much It's probably only half a side of a force something isn't it just enough that we can see whether it's interesting or what the kind of area it fits into That's all we really need Mm -hmm See ideally ideally I would like to have given them a bit longer, but I think That'll be okay anymore Okay, so Unfortunately, I don't have a calendar You're gonna send that band band crazy No, I think it's okay when you're not So So 31 I know it's 28 this this month, isn't it? So If we have it like a Monday Monday the 14th would probably be quite good for the final deadline and then If I send it out tomorrow would say something like the Maybe the fourth would be good So give them a little deadline. Yeah a week for the title and then they would have about 10 days from then to actually get the abstract in So that's some reasonable Why not just give them a week to the abstract. I mean, I'm just thinking about Just put it here the 11th bit earlier. So I'm saying a week I don't know I was saying just just give them a bit longer to get back with the title So get back with the title by the 7th or do we need that would be a week anyway? Yeah, that would be a week anyway, but you can give them 10 days to you can give them 10 days to get the title Yeah, it depends which way round you want to do it. So what's going to take them longer actually to Decide what they're going to do and send the title or is it going to be on the basis of the title? Do they want more time to write the abstract? I think if they're really serious To be a bit late with the title might not be bad because it will help them to so give them the 7th. Yeah. Yeah. Okay. So Monday the 7th is the title and this presumably will apply across the board. Yeah And Monday the 14th For the abstract and we've got we've got an email address and just send all this to you. Or was it well? We kind of have I we were given Gathing access to the account the only thing is accessing the account they can send it to PGC at link. Yeah, as long as we can get the yeah I tell you what I'll do then I'll go and see Mike today and And get the password and everything because We possibly have it, but I'll just sort that out with him because if we're gonna tell everyone to email PGC then We have to make pretty sure that we can actually access the account and then it's operational and stuff because so far I've just been using my own email address, but it would be better. It's quite easy to send From an email address because you can send from any email address you like it's just the fact that you need Just the fact that when they reply to it you need to be able to Access it so I already tried it once and I'm sure they gave us a password and I even actually I Will that's it we've got it all I would have done that's it so does it? I mean You may already know but the thing is if you want to send this call for abstracts You know when you do the philosophy and and thing you want then if you want to send from PGC then I mean you might already know but you can go if you did it from webmail You can just create a new account for yourself and where it said it actually has a send from address and you can just put PGC Act link and just do it that way Or depending on your normal email client you might be able to do it but it doesn't matter too much Yeah, the other thing you could do is have is just filling the reply to address as PGC. Yeah, depending on what you want to do But that's what I'll do I'll send it from PGC so if anyone replies it will just go to that account and any of us can access it anytime Presumably you can access this up from webmail or you know or I map or whatever Should I take care of the web page? Yeah, if you want to create a web page and just copy my email into it or something and anything else you might want to do and then later on we can put The the programming yeah Mm -hmm cool So Not quite two or three minutes two or more you got something for two of me right okay, so Very quickly then can we arrange a new time to have a meeting? Do you think we need to how long do you think until we need to meet again? Are we got enough to be getting on with? We probably have anyway. Yeah, I mean that's just So I mean maybe I mean I did yes was we'll meet again here so we can arrange with Melissa and we'll just send that and Email okay. Yeah, no that would be cool. Okay, so I mean I wouldn't get in touch with or I won't send anything to plus Phenymatics till I've got your email. Yeah, just that's right modified version of that But I'll try and get a good address to send it to All right, so that was a note and Okay, I think latest soon as the call is out Yeah, it's then we have the call thing we have that way and look at the board Organizatorial stuff like here Do we know about chairs T and stuff? All"
